date,collected_total,collected_A,collected_B,collected_O,collected_AB,team_total,Individual_donate,demand_total,demand_A,demand_B,demand_O,demand_AB,supply_total,supply_A,supply_B,supply_O,supply_AB,platelet_collection,platelet_collection_tx_units,platelet_collection_A,platelet_collection_B,platelet_collection_O,platelet_collection_AB,platelet_supply,platelet_supply_A,platelet_supply_B,platelet_supply_O,platelet_supply_AB
5/15/2017,5465.1,1613.2,1392.25,1977.4,482.25,3373,2092.1,4400,1400,1100,1600,300,4499.5,1432.5,1084.5,1634.5,348,414,613.8,192.9,136,226.5,58.4,625.6,196.5,164.5,201.7,62.9
5/22/2017,3836.6,1098.85,1098.55,1326.5,312.7,2509,1327.6,4750,1550,1100,1650,450,4758,1542.5,1121.5,1647,447,394,640.2,180.1,168.9,222.3,68.9,702.3,206.7,159.9,266.5,69.2
5/29/2017,3280.1,930.3,830.15,1222.3,297.35,1503.9,1776.2,3900,1100,1000,1400,400,3921.5,1117.5,1017.5,1385,401.5,432,647.7,228.7,164.5,193.5,61,646.7,220.3,171,188,67.4
06/05/2017,3423.7,1092.85,956.2,1126.5,248.15,1658.6,1765.1,3850,1100,1100,1300,350,3823,1046.5,1113,1307,356.5,413,620.9,165.9,186.2,215.7,53.1,646.3,203,171.1,225.5,46.7
06/12/2017,3659.9,1071.35,949.15,1288.5,350.9,1407,2252.9,4030,1300,1100,1300,330,4032,1264.5,1123.5,1311.5,332.5,485,723,225.6,191.6,238.1,67.7,752.9,217.8,221.9,243,70.2
6/19/2017,2984.4,836,847.45,1026.6,274.35,1447,1537.4,3630,1200,900,1200,330,3558,1110,897,1212.5,338.5,363,569.4,150.4,156,199.5,63.5,607.9,166,177.2,205.1,59.6
6/26/2017,4659.55,1453.15,1273.25,1511.95,421.2,3042,1617.55,4550,1400,1250,1500,400,4610,1409,1261,1531.5,408.5,436,702.1,243.3,159.3,243.1,56.4,709.7,242.1,166.2,237.9,63.5
07/03/2017,5395.5,1651.05,1398.25,1868.8,477.4,3881.5,1514,3900,1300,1000,1300,300,3846.5,1258,979,1289,320.5,410,663.1,191.4,195,223.4,53.3,669,190.3,182.8,238.9,57
07/01/2017,3433.25,1060.8,859.5,1224.95,288,2196.4,1236.85,4110,1500,800,1500,310,4083,1433,860,1474,316,432,709.6,219.8,172.8,252.1,64.9,698,221.3,191.2,230.6,54.9
7/17/2017,6380.45,2167.6,1202.05,2604.1,406.7,1549,4831.45,4400,1400,1100,1600,300,4546.5,1346,1158,1676.5,366,444,725.1,205.3,201.7,245.9,72.2,707.2,202.4,166.8,265.7,72.3
7/24/2017,2498.75,789.3,620.2,893.5,195.75,868.5,1630.25,4300,1400,800,1800,300,4352.5,1340,866.5,1778,368,424,712.3,216,178.9,251.8,65.6,775.7,240.8,208.8,255.5,70.6
7/31/2017,3110.75,945.35,801.3,1071.35,292.75,1821.5,1289.25,3580,1100,900,1200,380,3571,1056,922,1215.5,377.5,416,664.7,218.3,180.5,196,69.9,711.3,216.3,188.9,235.7,70.4
08/07/2017,2589.95,767.5,648.15,923,251.3,1360.25,1229.7,3650,1000,1100,1100,450,3616.5,951,1174.5,1052.5,438.5,407,661.4,192.5,190.7,220.1,58.1,614,192,174.8,192.3,54.9
8/14/2017,2696.35,810.15,689.95,927.7,268.55,1014.15,1682.2,3280,900,1000,1100,280,3242,896.5,1028,1033.5,284,390,629.6,195.4,152,227.1,55.1,745.4,233.8,191.7,256.8,63.1
8/21/2017,4272.65,1259.35,1145.55,1495.85,371.9,1656.05,2616.6,3350,1000,1000,1050,300,3343.5,1007,991.5,1039.5,305.5,406,645.3,182.6,189.7,198,75,606.3,179.9,175.3,197.1,54
8/28/2017,3176.45,982,833.25,1065.45,295.75,1469.6,1706.85,3700,1150,950,1300,300,3697,1151,923.5,1307,315.5,394,638.9,210.4,149.7,216.3,62.5,714.3,225.4,172.9,237.9,78.1
09/04/2017,3108.05,956.6,803.8,1064.65,283,1288,1820.05,3460,1000,1000,1200,260,3404.5,1005,941,1193.5,265,423,666.2,205.3,181,221.7,58.2,611.3,195.4,168.7,197.8,49.4
09/11/2017,3996.05,1181.6,1029.15,1424.9,360.4,1858.25,2137.8,3800,1200,1000,1300,300,3782,1187,1008,1265.5,321.5,402,620.8,185.7,177.8,201.3,56,704.5,205.7,188.8,247.6,62.4
9/18/2017,2144.3,642.95,501.65,791.2,208.5,179.7,1964.6,3150,900,900,1100,250,3166,919.5,896.5,1094,256,381,621.2,184.1,178.7,213.6,44.8,608.4,181.7,181.5,199.2,46
9/25/2017,3173.6,973.05,822.8,1106.4,271.35,1294.95,1878.65,3750,1150,950,1350,300,3777,1169,937,1361.5,309.5,347,558.9,175.4,145.9,195.9,41.7,665.3,180.7,181.5,245.6,57.5
01/02/2017,2077.7,595.35,583.15,703.95,195.25,,2077.7,2150,600,600,750,200,2157.5,608,628,727,194.5,380,605.3,178.7,162.8,209.1,54.7,635.1,207.6,173.9,200.1,53.5
01/09/2017,3172.35,927,844.65,1117.2,283.5,1214.2,1958.15,3700,1000,1100,1300,300,3614.5,991.5,1098.5,1233.5,291,427,684.8,235,177.6,227.8,44.4,666.3,230.4,148.6,242.5,44.8
1/16/2017,4509.05,1334.3,1201.15,1600.35,373.25,2282.5,2226.55,4050,1100,1200,1400,350,3940,1060,1147.5,1376,356.5,386,582.6,176.1,176.4,178.5,51.6,602.7,180,195,186.8,40.9
1/23/2017,4070.45,1182.55,1133.45,1392.7,361.75,1519.5,2550.95,4250,1300,1000,1600,350,4221,1305.5,1032.5,1540,343,428,657.4,223.9,170.5,206.1,56.9,688.7,226,187.7,215.6,59.4
01/03/2017,3334.5,990.75,875.05,1153.95,314.75,830.5,2504,3900,1100,1100,1300,400,3938.5,1090,1109,1331.5,408,427,654.7,192.2,184.6,215.8,62.1,682.3,209.8,184.8,215.9,71.8
11/06/2017,3038.1,915.55,790.5,1052.25,279.8,1192.1,1846,3750,1100,1000,1300,350,3763,1118.5,1023,1279,342.5,443,713.7,224.3,201,222.1,66.3,734.3,211.4,213,250.3,59.6
11/13/2017,3997.15,1146.35,1086,1431.65,333.15,2059.75,1937.4,3800,1100,1100,1300,300,3847.5,1118.5,1062,1359.5,307.5,434,710.3,188.7,213.4,250.9,57.3,730.3,224.1,215.2,233.2,57.8
11/02/2017,4902.75,1536.95,1257.5,1720.3,388,2948,1954.75,4180,1300,1000,1600,280,4179,1221,1092,1580.5,285.5,399,646,220.8,158.1,199.6,67.5,670.2,190.5,185.7,223.9,70.1
11/27/2017,4163.7,1229.85,1109.7,1483.75,340.4,2763,1400.7,4500,1400,1150,1600,350,4506.5,1399,1138.5,1599,370,475,763.3,221.1,189.9,292.5,59.8,751.3,232.5,184.2,270.5,64.1
12/04/2017,4083.55,1248.35,1072.6,1383.2,379.4,1960.7,2122.85,4150,1300,950,1600,300,4117,1290,950,1559.5,317.5,506,797.8,232.2,210.4,275.7,79.5,782.3,221.2,191.9,297.6,71.6
12/11/2017,3669.9,1070.9,1061,1215.05,322.95,2443.5,1226.4,4200,1350,1000,1500,350,4201,1347.5,980,1531.5,342,450,710.9,196.1,180.1,271.1,63.6,784.9,230,193.1,290.3,71.5
12/18/2017,3458.85,1061.05,947.9,1139.9,310,1967.5,1491.35,3570,1000,1000,1200,370,3469.5,983.5,1004,1114,368,477,733,242.2,192.5,230,68.3,759.8,246.4,199.8,241.2,72.4
12/25/2017,2801.3,804,771.9,984.9,240.5,1277.6,1523.7,4350,1300,1200,1500,350,4291,1283,1187.5,1466,354.5,446,717.1,224.1,194.7,247.5,50.8,761.7,260.1,201.3,248.7,51.6
01/01/2018,2634.25,836.15,629.35,934.5,234.25,901.2,1733.05,2880,800,900,900,280,2846,770,900,898,278,511,780.8,276,200.9,238.4,65.5,787.8,257.4,197.9,268.6,63.9
01/08/2018,3268.2,940,846.1,1182.35,299.75,1421.5,1846.7,3800,1000,1100,1300,400,3755,1000.5,1103,1256,395.5,446,666,197.9,168.1,226,74,715.3,211.1,198.8,249.5,55.9
1/15/2018,2518.1,797.6,636.15,893.35,191,605.35,1912.75,3230,860,1000,1100,270,3180.5,857,997,1052.5,274,511,789.4,275.4,208.2,253.8,52,740.5,237.9,187.1,245.4,70.1
1/22/2018,2499.85,756.1,600.2,921.8,221.75,477.45,2022.4,3210,840,1100,1000,270,3180.5,839.5,1073.5,1006.5,261,411,633,178.3,181.6,229.8,43.3,762.5,237.4,224.8,242.6,57.7
1/29/2018,3584.3,1174.2,932.75,1165.85,311.5,1408.35,2175.95,3100,900,900,1000,300,3131,893,939,1000.5,298.5,447,711.2,250,194.5,212.8,53.9,714.9,235.8,195.4,228.5,55.2
02/05/2018,3229.65,1003.45,837.6,1082.95,305.65,1336,1893.65,3300,1000,850,1100,350,3309,1021.5,867,1071,349.5,402,614.6,196.7,157.7,199.3,60.9,706.1,236.7,193.1,212.5,63.8
02/12/2018,904.65,281.15,256.5,299.5,67.5, ,#VALUE!,1950,550,600,600,200,1957,538.5,604,621,193.5,282,445.9,148.6,125,144,28.3,573.6,179.7,152.9,198.2,42.8
2/19/2018,1820.3,590.55,454.45,634.8,140.5, ,#VALUE!,1880,500,500,700,180,1848,482.5,530,661.5,174,391,629.3,184.4,149.2,225.1,70.6,448.6,123,110,163.5,52.1
2/26/2018,4640.85,1509,1173.3,1538.55,420,793,3847.85,3950,1250,1100,1300,300,3929,1253.5,1099.5,1260,316,484,739.1,215.8,221.2,241.2,60.9,786.2,236.8,231.6,248.3,69.5
03/05/2018,4026.9,1214.4,1053.8,1369.45,389.25,967.5,3059.4,4150,1300,1100,1400,350,4202,1318.5,1132.5,1376,375,491,762.4,205.3,234.8,250.5,71.8,716.3,180,224.6,259.9,51.8
03/12/2018,3984.35,1170.8,1097.25,1370,346.3,1491.4,2492.95,4130,1400,900,1500,330,4130,1381,891,1526,332,496,775.4,257.9,205.3,250.1,62.1,862.1,282.3,219.4,283,77.4
3/19/2018,4713.4,1436.35,1232.45,1615.7,428.9,2180.75,2532.65,3750,1100,950,1400,300,3794.5,1081.5,964.5,1420.5,328,477,715.6,221.9,193.5,240.9,59.3,713.8,213.5,205.5,232.2,62.6
3/26/2018,4330.05,1332.35,1109.85,1486.7,401.15,2200,2130.05,4550,1550,1100,1600,300,4494.5,1545,1061.5,1585,303,518,774.3,241.4,193.2,276.9,62.8,799.6,250.8,205.8,273.1,69.9
04/02/2018,1980.25,633.5,502.25,671.5,173,167.45,1812.8,3000,800,900,1000,300,2984.5,772,930,961,321.5,445,689.2,234,178.3,225.1,51.8,767.4,258.5,194.8,256.7,57.4
04/09/2018,3226,1020.9,795.2,1146.9,263,1123,2103,3750,1000,1200,1150,400,3757,1006.5,1208.5,1145.5,396.5,490,760.2,231.6,188.2,274.2,66.2,707.2,218.1,170.8,253.6,64.7
4/16/2018,4709.6,1425.1,1157.7,1718.55,408.25,2521.5,2188.1,3850,1200,1000,1300,350,3831.5,1219,961.5,1319.5,331.5,493,758.3,221,233.2,232.5,71.6,802.9,244.7,225.4,268.2,64.6
4/23/2018,4146.9,1220.75,1058.05,1494.15,373.95,2070,2076.9,4700,1400,1250,1700,350,4668,1413.5,1249.5,1669.5,335.5,427,675.2,190.3,185.7,234.4,64.8,775.6,213.2,243.1,234,85.3
4/30/2018,3412.4,1066.05,914,1125.9,306.45,997.05,2415.35,4050,1350,850,1450,400,4028.5,1345,826.5,1447.5,409.5,486,779.7,253.2,201.6,253.1,71.8,794.6,257.8,204.2,272.9,59.7
05/07/2018,3787.55,1097.8,1012.35,1309.65,367.75,1696.15,2091.4,4350,1350,1050,1600,350,4353.5,1356,1067,1603.5,327,527,812.7,245.9,234,277.9,54.9,793.9,247.6,226.9,254.2,65.2
5/14/2018,3962.2,1124.7,1068.9,1450.35,318.25,1976.9,1985.3,4450,1500,1100,1500,350,4454.5,1489.5,1127.5,1485.5,352,556,837.4,242.5,247.2,264.1,83.6,844.1,255.6,231.3,285.3,71.9
5/21/2018,4957.1,1476.85,1316.55,1713.85,449.85,3276.75,1680.35,4200,1300,1000,1600,300,4173,1310,977.5,1566,319.5,540,812.9,249.4,221.5,278.2,63.8,851.1,250.4,235.7,287.3,77.7
5/28/2018,4512.35,1350.9,1192.4,1577.8,391.25,2345.5,2166.85,4650,1500,1250,1500,400,4695.5,1509.5,1266.5,1511,408.5,461,724.8,251.3,188.9,226.2,58.4,774,255.9,209.6,244.6,63.9
06/04/2018,2745.4,832.8,755.3,922.45,234.85,996.5,1748.9,4450,1450,1250,1400,350,4473,1445.5,1277.5,1428,322,456,708.8,217.3,201.2,233.7,56.6,718.3,231,197.8,237.2,52.3
06/11/2018,4226.95,1211.65,1210.5,1411.15,393.65,1969.15,2257.8,4300,1200,1200,1500,400,4209,1164,1180,1471.5,393.5,516,792.4,226.2,226.4,278.7,61.1,860.4,235.4,249.9,302.4,72.7
6/18/2018,3989.65,1165,1144.8,1345.75,334.1,2210.6,1779.05,4050,1200,950,1450,450,4025.5,1202,933.5,1440.5,449.5,475,756.8,224.4,226.7,240.4,65.3,723.4,217.2,215.8,222.1,68.3
6/25/2018,5429.3,1641.6,1470.55,1865.5,451.65,3488.5,1940.8,4550,1400,1100,1700,350,4477.5,1356.5,1087,1682.5,351.5,490,789.9,244.1,190.8,289.1,65.9,834.2,256.1,209.4,307.1,61.6
07/02/2018,5355.95,1673.7,1455.6,1722.75,503.9,3194.25,2161.7,5400,1700,1350,1850,500,5396,1703.5,1327.5,1853,512,514,799,257.8,198,262,81.2,847.5,257.1,222.7,287.6,80.1
07/09/2018,4899.8,1458.25,1458.25,1585.05,398.25,2987.25,1912.55,4450,1400,1100,1550,400,3467.5,400,1113,1547,407.5,489,740.3,215,181.8,270.9,72.6,775.6,245.4,185.1,256.8,88.3
7/16/2018,2805.95,816.05,738.5,962.25,289.15,1216,1589.95,4300,1400,1100,1400,400,4308.5,1429.5,1094.5,1380,404.5,450,694.6,229.3,188.6,220.9,55.8,744.4,213.1,193,273.6,64.7
7/23/2018,3367.45,1029.25,876.75,1134.35,327.1,1866.95,1500.5,3850,1300,900,1250,400,3827,1289,918,1241,379,484,718.8,198.7,177.4,246.2,96.5,783.5,258,199.3,238,88.2
07/03/2018,3053.1,914.75,809.35,1037.95,291.05,1976.9,1076.2,4100,1300,1100,1400,300,4091.5,1297.5,1071.5,1407.5,315,433,6673,2242,1641,2313,477,686.4,188.4,174.8,252.4,70.8
08/06/2018,2501.4,717.5,673.5,880.75,229.65,1308.5,1192.9,3750,1050,1250,1050,400,3731.5,1072.5,1247,1019,393,451,683.2,195.6,179.7,258.3,49.6,774.2,257,196.6,264.3,56.3
8/13/2018,3116.25,979.35,790.9,1054.85,291.15,1024.75,2091.5,3350,850,1100,1050,350,3332,850,1113,1021,348,460,744.6,227.1,195.1,253,69.4,747.9,200.9,212.6,267.5,66.9
08/02/2018,3481.05,1059.65,921.4,1210.5,289.5,1468,2013.05,3500,1050,1000,1100,350,3528.5,1062.5,1007,1090,369,445,692.7,241.5,177.1,214.7,59.4,767.6,270.2,192.1,241.4,63.9
8/27/2018,1034.45,1034.45,887.50 ,1152.25 ,307.80 ,1840.6,-806.15,3650,1050,1050,1200,350,0,1025.00 ,1066.50 ,1213.00 ,333.50 ,478,748.4,199.7,206.9,284.3,57.5,794.3,221.2,211.2,296.1,65.8
09/03/2018,3625.05,1077.4,988.9,1258,300.75,1826,1799.05,3550,1100,950,1150,350,3561,1103,953,1167.5,337.5,508,770.4,246,210.8,248.1,65.5,787.8,251.6,219.6,257.6,59
09/01/2018,3759.1,1133.15,1031.75,1259.2,335,2063.05,1696.05,3750,1150,1050,1250,300,3732.5,1139,1063.5,1233.5,296.5,495,807.4,253.9,199.9,284.3,69.3,806.8,244.3,216.9,279.3,66.3
9/17/2018,2753.4,825.5,729.8,975.1,223,796.4,1957,3100,950,800,1100,250,3086,942,809,1104,231,422,674.1,225.9,181.4,219.5,47.3,744.5,239,195.4,254.3,55.8
9/24/2018,4343.6,1334.2,1155.45,1506.35,347.6,1791.9,2551.7,3350,1100,850,1250,150,3367.5,1114.5,860,1228,165,430,698.4,178.8,201,257.2,61.4,796.9,222.1,234.3,271.9,68.6
01/01/2018,3849.85,1131.45,1065.6,1300.05,352.75,,3849.85,3400,1200,700,1300,200,3413.5,1206,729,1258.5,220,459,723.2,252.3,182,227.2,61.7,713.3,225.1,191.5,233.5,63.2
01/08/2018,3707.15,1105.35,938.7,1347.1,316,1336.7,2370.45,3800,950,1150,1300,400,3805.5,921,1163,1302.5,419,501,801.1,232.6,213.8,278.6,76.1,673.8,196.9,168.8,241.3,66.8
1/15/2018,3604,1100.3,936.15,1254.4,313.15,1740.6,1863.4,4000,1150,1100,1400,350,3952.5,1119.5,1106,1371,356,500,778,235.1,231,250.7,61.2,767,241.1,223.2,245.7,57
1/22/2018,4884.35,1437.15,1304.2,1712.45,430.55,3076.85,1807.5,4200,1350,1100,1500,250,4157.5,1345,1063.5,1480.5,268.5,528,839.8,255.6,219.9,276.7,87.6,856.4,241.2,242.1,279.9,93.2
1/29/2018,3703.2,1120.45,961.55,1298.45,322.75,2029.95,1673.25,4300,1350,1250,1350,350,4272,1343,1253.5,1334.5,341,465,730.1,228.7,195,253.9,52.5,836.6,267.4,208.6,292.7,67.9
11/05/2018,3304.7,1043.1,877.2,1114,270.4,1239.9,2064.8,4000,1200,1050,1350,400,3971,1185.5,1065.5,1333.5,386.5,475,717.6,223.9,206,216.9,70.8,725,225.8,197.3,244.2,57.7
11/12/2018,4384.2,1349.45,1143.15,1536.6,355,2886.35,1497.85,4250,1500,1000,1400,350,4173.5,1461.5,973.5,1383.5,355,482,735.1,216.2,183.9,276,59,789.5,232.4,213.2,274.6,69.3
11/19/2018,6906.85,2057.75,1801.35,2449.65,598.1,5235.65,1671.2,4400,1450,1200,1400,350,4369.5,1438.5,1183,1412,336,506,757.2,217.4,207,263,69.8,772.7,217.5,221.2,262.1,71.9
11/26/2018,4187.2,1202.1,1161,1493.5,330.6,2728.8,1458.4,4550,1450,1150,1550,400,4544.5,1433,1161,1553.5,397,522,804.4,267.3,199.7,271.1,66.3,828,258.5,213.4,281.1,75
12/03/2018,2153.2,616.25,583.4,767.35,186.2,889.8,1263.4,4500,1200,1200,1750,350,4505.5,1203.5,1209.5,1763.5,329,442,684.3,219.9,171.9,228.3,64.2,794.9,256.6,191.6,281.5,65.2
12/10/2018,4171.25,1283.45,1101.6,1426.2,360,2623.7,1547.55,4000,1050,1150,1500,300,3983,1061,1156.5,1483,282.5,478,746.9,227,190.9,266.1,62.9,764.4,240.3,203,250.5,70.6
12/17/2018,3843.85,1148.75,965.45,1394.8,334.85,2047.15,1796.7,4150,1350,1000,1350,450,4136,1335.5,1024.5,1348.5,427.5,444,675.9,211.9,190.9,205.5,67.6,758.4,236.6,208.4,251.3,62.1
12/24/2018,2726.4,843.3,685.8,995.05,202.25,1084.35,1642.05,4500,1350,1250,1450,450,4485,1342,1223,1477.5,442.5,471,721.4,216.6,189.9,239.8,75.1,778.1,224.6,212.3,260,81.2
12/31/2019,3392.2,1028.2,901.1,1159.45,303.45,1057.15,2335.05,3800,950,1200,1300,350,3704.5,899.5,1171,1290.5,343.5,513,823.7,256,224.8,262.3,80.6,812.1,235.8,219,275.9,81.4
01/07/2019,4294.05,1282.85,1120.5,1480.35,410.35,2201.1,2092.95,4150,1150,1200,1450,350,4142,1120.5,1225,1444,352.5,490,747.3,237.4,200.2,249.8,59.9,726.7,226.5,187,254.6,58.6
1/14/2019,2101.1,603.85,555.2,763.55,178.5,635.05,1466.05,3800,1100,1000,1400,300,3536,997.5,919.5,1336,283,524,828.5,265.9,215.2,279.3,68.1,830,279.9,218.7,261.3,70.1
1/21/2019,3102.9,934.45,863.8,1040.65,264,1511,1591.9,3000,850,850,950,350,2898.5,826,817.5,921,334,456,694,223.7,175.7,227.2,67.4,798.8,251.7,200.4,267.2,79.5
1/28/2019,2699.35,737.15,767,954.7,240.5,437,2262.35,3000,900,800,1050,250,2843.5,853,739.5,1006.5,244.5,409,641.3,187.5,187.2,204.7,61.9,735.6,208.6,206.8,245.5,74.7
02/04/2019,656,177.5,199.25,219,60.25,,656,1300,350,380,450,120,1239,337,353.5,436,112.5,224,337.3,112.2,108.4,96.3,20.4,418,140.4,119.4,129,29.2
02/11/2019,2800.35,810,781.5,952.85,256,98,2702.35,3850,1200,1200,1200,250,2818.5,808,765.5,1016.5,228.5,487,775.5,236.9,200.3,256.5,81.8,671.6,198.4,183.7,209.4,80.1
2/18/2019,5120.7,1588.85,1330.55,1769.8,431.5,1465,3655.7,3900,1200,1000,1400,300,3899.5,1188,1031.5,1362.5,317.5,490,740.5,232.9,192.2,251.1,64.3,754.8,253.3,189.7,260,51.8
2/25/2019,3598.65,1061.75,982,1228.9,326,1149.85,2448.8,3900,1150,1100,1300,350,3806.5,1153.5,1013.5,1306,333.5,550,887.3,261,249.1,292.5,84.7,877.8,255.5,244.8,289.3,88.2
03/04/2019,4999.4,1550.05,1367.9,1665.2,416.25,2272.5,2726.9,4950,1550,1350,1650,400,4746.5,1400,1257.5,1730.5,358.5,561,829.1,224.6,230.8,310.5,63.2,889.4,248.2,249.1,319.7,72.4
03/11/2019,5015.9,1523.1,1327.65,1736.3,428.85,2441.15,2574.75,5000,1600,1300,1700,400,4956.5,1558,1325,1698.5,375,546,867.4,306.5,224.3,239.4,97.2,955,324,254.3,285.2,91.5
3/18/2019,4956.5,1447.3,1318,1775.2,416,2288.25,2668.25,4900,1500,1200,1800,400,4892.5,1505.5,1227.5,1747,412.5,509,782.1,218.6,216.4,288.4,58.7,824.1,262.4,202.3,284.6,74.8
3/25/2019,4023.1,1163.85,1034.25,1445.7,379.3,1955,2068.1,3600,1000,1100,1100,400,3550.5,964,1064,1144,378.5,495,765.3,233.9,194.7,265.9,70.8,788.6,207.4,241.5,277.4,62.3
04/01/2019,3210.85,969.4,853.05,1102.8,285.6,604,2606.85,4100,1100,1100,1500,400,4026,1108.5,1044,1468,405.5,545,836.2,248.4,222.2,288.1,77.5,890.4,264.4,223.2,314.5,88.3
04/08/2019,3104.25,935.65,805.45,1091,272.15,1022,2082.25,4050,1200,1200,1300,350,3989,1177,1153.5,1335.5,323,584,898.8,290.4,245.1,274.7,88.6,874.7,275.6,244,268.3,86.8
4/15/2019,4101.1,1280.65,1087.15,1388.25,345.05,1760.5,2340.6,5150,1500,1350,1850,450,5196.5,1529,1352.5,1880.5,434.5,551,867.6,246.4,261.4,298.2,61.6,944.5,272.9,268.3,328,75.3
4/22/2019,4420.75,1321.35,1169.15,1520.75,409.5,2632.5,1788.25,4800,1400,1200,1800,400,4828,1382.5,1177.5,1854.5,413.5,494,776,230,199.3,275,71.7,864.6,246.1,246.3,294.4,77.8
4/29/2019,3431.85,1004.8,957.3,1165.3,304.45,276.5,3155.35,4200,1150,1150,1500,400,4204.5,1149,1151.5,1520,384,585,903,275.1,241.3,284.8,101.8,916.8,291,231.3,296.7,97.8
05/06/2019,4681.7,1400.3,1301.55,1562.95,416.9,2478,2203.7,5600,1700,1500,2000,400,5567,1717.5,1479,1970.5,400,556,853,272.2,221,289.9,69.9,826.6,240.6,225.9,286.4,73.7
5/13/2019,5355.25,1657.15,1382.85,1860.3,454.95,3323.3,2031.95,4000,1250,1000,1450,300,3984,1240,1002,1427.5,314.5,601,934.9,289.1,244.5,319.3,82,932.2,304,241.5,311.7,75
05/02/2019,5637.85,1681.7,1415.05,2050,491.1,3335,2302.85,4700,1400,1300,1600,400,4791.5,1454,1291,1619.5,427,586,892,250.9,253.5,293.8,93.8,968.5,266.2,258.3,346.7,97.3
5/27/2019,4729.9,1455.05,1241.35,1621.95,411.55,2633.55,2096.35,4500,1300,1200,1600,400,4489,1266.5,1212,1584,426.5,555,874.6,288.9,235.7,264.3,85.7,908.4,286.2,257,276.9,88.3
06/03/2019,3256.1,1021.8,844.45,1071.85,318,1147.415,2108.685,4050,1100,1100,1500,350,4013,1068.5,1074.5,1519,351,529,835.8,246,241.9,282.1,65.8,926.6,289.4,249.6,314.8,72.8
06/10/2019,4868.55,1493.35,1271.3,1709.55,394.35,2590.5,2278.05,4600,1400,1000,1800,400,4586.5,1412,1022.5,1762,390,591,941.8,275.7,271.2,310.9,84,866.6,245.3,250.6,291.5,79.2
6/17/2019,3890.7,1204.8,1080,1269.75,336.15,2346.5,1544.2,4650,1500,1200,1600,350,4694,1494,1234.5,1621.5,344,517,804.3,249.6,208.6,292,54.1,925.9,266.9,257.7,324.3,77
6/24/2019,4725.3,1465.15,1332.7,1545.45,382,3011,1714.3,4450,1200,1200,1700,350,4386,1194.5,1180,1668,343.5,575,908.4,263.2,274.3,288.6,82.3,904.1,278.6,243.1,314,68.4
07/01/2019,6031.1,1930.6,1622.75,1978.8,498.95,3071,2960.1,4500,1300,1050,1800,350,4450,1340.5,1031.5,1714,364,589,919.2,311.3,238.5,297.2,72.2,959.1,278.9,277.8,314.5,87.9
07/08/2019,4855.35,1427.35,1301.85,1654.8,471.35,3044.5,1810.85,4700,1500,1100,1700,400,4686,1461,1115.5,1695.5,414,561,853.4,240.4,226.8,308.3,77.9,920.9,294.4,228.9,327.8,69.8
7/15/2019,4043.05,1253.95,1118.3,1313.05,357.75,2141.5,1901.55,5000,1400,1400,1800,400,4958.5,1388,1388.5,1776,406,568,852.8,271.2,227.7,269.9,84,922,271.6,254.2,300.3,95.9
7/22/2019,3822.1,1215.05,1001.8,1292.4,312.85,2263.5,1558.6,4500,1400,1200,1500,400,4580,1394.5,1244.5,1538.5,402.5,542,802.2,245.6,209.4,267.6,79.6,796.7,241.6,206,266,83.1
7/29/2019,2470.3,735.5,676.45,868.85,189.5,951,1519.3,4100,1300,1150,1200,450,4044,1268,1126,1203,447,544,794.7,252.2,219,237.1,86.4,858.2,281,221.1,264.1,92
08/05/2019,3235.75,965.2,849.75,1126.65,294.15,1919.5,1316.25,3700,1150,1100,1100,350,3696.5,1155.5,1119,1057,365,552,823,259,213.4,281.3,69.3,851.3,267,229.3,290.9,64.1
08/12/2019,3712.25,1139.55,1022.35,1242.55,307.8,2086,1626.25,5000,1500,1300,1750,450,3753.5,908,1222,1241,382.5,508,771.8,241,223.2,238.7,68.9,777.2,240.2,220.3,244.9,71.8
8/26/2019,2945.55,867,827.55,1008.15,242.85,1511,1434.55,5200,1500,1600,1700,400,3903,1074.5,1266.5,1203,359,528,805.1,254.5,225,245.5,80.1,830.9,259.4,238.5,253,80
8/19/2019,4201.85,1275,1087.8,1465.1,373.95,2226.5,1975.35,4600,1400,1250,1600,350,3825,1093,1148.5,1267.5,316,557,840.8,274.3,212.3,269.3,84.9,884,283.1,223.6,298.5,78.8
09/02/2019,3174.35,942.05,790.85,1141.8,299.65,1378,1796.35,4700,1400,1300,1600,400,3270,963.5,863,1095,348.5,537,807.9,209.1,243.3,286.1,69.4,832.8,248.8,237.2,268.2,78.6
09/09/2019,3955.4,1174.35,1056.1,1370.6,354.35,1669.5,2285.9,4700,1500,1200,1600,400,3965,1225.5,1074.5,1338,327,570,923.6,288.4,251.7,310.4,73.1,981.9,276.9,277.8,340.7,86.5
9/16/2019,3308.35,959.8,898.15,1153.6,296.8,1459,1849.35,4750,1500,1200,1600,450,3614.25,1093.5,988.5,1189.75,342.5,574,884.9,276.1,239.3,291.5,78,881.5,274.2,248.6,286.5,72.2
9/23/2019,4715.8,1453,1264.75,1560.05,438,2406.5,2309.3,5150,1500,1500,1800,350,5058,1598.5,1414,1658,387.5,486,754.4,242.5,216.4,231.6,63.9,908.2,279.9,266.2,289.7,72.4
9/30/2019,4218,1210.4,1157.2,1476.4,374,218.65,3999.35,4250,1200,1100,1600,350,3620.25,1000.75,883.75,1479.75,256,603,940.3,254.4,260.9,317.2,107.8,960.4,284.7,275.8,300.4,99.5
